loan_id,client_id,issue_date,age,gender,monthly_income,employment_type,work_experience_years,region,channel,loan_product,loan_amount,loan_term_months,interest_rate,monthly_payment,credit_score,existing_loans_count,dti_ratio,days_past_due,is_default,quarter,age_grp,high_dti,low_score,z_credit_score,z_dti_ratio,z_monthly_income,z_loan_amount,z_interest_rate,z_age,PD_hat,risk_segment,LGD,EL_loan,income_loan
5254,17999,2023-08-14,23,F,40519.0,employed,4.7,Ural,partner,consumer,130000,36,19.8,4818.0,631.0,1,38.0,13,0,2023Q3,18-25,0,0,0.008352857604854767,-1.285669068732671,-1.2561734890793006,-1.0898267112116653,0.9534161036202677,-1.1084185901611805,0.04038578219882611,LOW,0.7,4058.1519800214055,43448.0
5255,62845,2024-07-11,63,M,115251.0,freelance,43.4,Moscow,partner,renovation,500000,36,15.6,17480.0,772.0,1,44.9,12,0,2024Q3,56+,0,0,1.884486004356446,-0.8042728263007477,1.142626096538542,0.3771002626779933,-0.9799688585722868,2.172091742542867,0.011065730944508778,LOW,0.7,15608.276846236175,129280.0
5256,10941,2023-03-08,21,M,101139.0,employed,1.3,Moscow,branch,consumer,350000,48,19.7,10595.0,561.0,1,38.2,25,0,2023Q1,18-25,0,1,-0.923060761349836,-1.2717155544592817,0.6896493295279039,-0.21759986187186825,0.9073831283299681,-1.2724441067963828,0.09005135768363653,LOW,0.7,10925.793792365323,158560.0
5257,62169,2023-07-16,19,F,88234.0,employed,0.0,Moscow,online,consumer,240000,36,18.7,8761.0,691.0,3,50.7,90,1,2023Q3,18-25,0,0,0.8067073881374468,-0.39962091237246383,0.27541568594285,-0.6537132865417667,0.4470533754269791,-1.4364696234315852,0.04140311676851928,LOW,0.7,7491.972886193364,0.0
5258,24470,2024-10-15,21,F,67157.0,employed,1.5,Siberia,branch,consumer,220000,60,17.6,5539.0,673.0,2,43.0,7,0,2024Q4,18-25,0,0,0.5672010289776692,-0.9368312118979439,-0.40112848343662955,-0.7330066364817482,-0.05930935276630786,-1.2724441067963828,0.02912600046926646,LOW,0.7,6867.641812343917,112340.0
5259,60821,2023-01-23,59,F,124665.0,employed,40.7,Ural,online,car,1170000,48,15.4,32800.0,638.0,2,84.4,16,0,2023Q1,56+,1,0,0.10149421950032383,1.9515462426935974,1.4448032000418118,3.033427485667375,-1.0720348091528842,1.8440407092724624,0.3694596991628287,HIGH,0.45,275098.1012658228,404400.0
5260,87669,2024-08-28,48,M,106228.0,employed,29.8,Moscow,online,car,830000,36,13.9,28327.0,683.0,3,80.7,8,0,2024Q3,46-55,1,0,0.7002601173997679,1.6934062286358993,0.8529995823139822,1.6854405366876888,-1.7625294385073678,0.9419003677788493,0.19533592915028872,MEDIUM,0.45,70123.93647192285,189772.0
5261,45435,2023-08-25,34,F,75575.0,employed,12.4,Moscow,branch,renovation,460000,36,16.6,16309.0,685.0,0,46.5,31,0,2023Q3,26-35,0,0,0.7268719350841876,-0.6926447121136349,-0.13092167896557302,0.21851356279803022,-0.5196391056692969,-0.2062782486675673,0.031075564321882066,LOW,0.7,14359.614698537282,127124.0
5262,5529,2024-07-19,29,F,75500.0,employed,10.0,SPb,online,consumer,270000,12,19.9,24998.0,518.0,1,56.3,20,0,2024Q3,26-35,0,1,-1.4952148415648603,-0.00892251271756981,-0.13332908100113125,-0.5347732616317944,0.9994490789105657,-0.6163420402555733,0.33269443591441655,HIGH,0.7,98753.16455696203,29976.0
5263,84055,2023-05-18,45,M,65653.0,freelance,20.9,Moscow,partner,consumer,270000,48,22.8,8624.0,512.0,3,79.8,162,1,2023Q2,36-45,1,1,-1.5750502946181195,1.630615414405648,-0.4494049189230241,-0.5347732616317944,2.334405362329235,0.6958620928260458,0.7612195271460994,HIGH,0.7,98753.16455696203,0.0
5264,13192,2024-04-17,29,F,105776.0,employed,13.0,Moscow,branch,consumer,400000,36,17.1,14281.0,761.0,4,50.6,0,0,2024Q2,26-35,0,0,1.7381210070921376,-0.4065976695091585,0.8384909727130179,-0.0193664870219144,-0.28947422921780236,-0.6163420402555733,0.016643198929492058,LOW,0.7,12486.62147698894,114116.0
5265,75102,2024-07-06,24,M,83438.0,freelance,4.8,Moscow,partner,education,190000,60,15.9,4610.0,630.0,3,63.3,173,1,2024Q3,18-25,0,0,-0.004953051237355101,0.47945048685104824,0.12147035044235256,-0.8519466613917206,-0.8418699327013898,-1.0264058318435791,0.19116325263790707,MEDIUM,0.7,24970.504821327282,0.0
5266,73762,2024-09-01,28,M,78208.0,self_employed,5.7,Moscow,branch,consumer,210000,24,19.4,10627.0,644.0,3,55.1,5,0,2024Q3,26-35,0,0,0.18132967255358304,-0.09264359835790403,-0.04640581817057517,-0.772653311451739,0.7692842024590711,-0.6983547985731744,0.0991129317309758,LOW,0.7,6555.476275419193,45048.0
5267,87795,2024-11-25,66,M,90449.0,employed,45.0,Ural,partner,car,820000,36,13.7,27906.0,711.0,0,71.8,19,0,2024Q4,56+,1,0,1.072825564981644,1.0724748434700844,0.34651429272633655,1.645793861717698,-1.854595389087966,2.418130017495671,0.08985547061021776,LOW,0.45,16455.583303603282,184616.0
5268,35087,2024-10-01,67,F,82647.0,employed,45.0,South,branch,consumer,170000,36,17.5,6103.0,715.0,2,43.9,0,0,2024Q4,56+,0,0,1.1260492003504836,-0.8740403976676931,0.09608028364066502,-0.9312400113317021,-0.10534232805660741,2.500142775813272,0.019101749336064545,LOW,0.7,5306.814127720299,49708.0
5269,67677,2023-08-17,23,M,71374.0,employed,1.2,Moscow,branch,consumer,210000,24,17.8,10464.0,720.0,0,26.8,4,0,2023Q3,18-25,0,0,1.192578744561533,-2.06706586804246,-0.26576829165064175,-0.772653311451739,0.03275659781428963,-1.1084185901611805,0.006470133799920271,LOW,0.7,6555.476275419193,41136.0
5270,5627,2023-11-13,41,M,118262.0,employed,19.1,Moscow,branch,consumer,260000,6,19.6,45844.0,625.0,2,45.6,0,0,2023Q4,36-45,0,0,-0.07148259544840443,-0.7554355263438857,1.2392752635927533,-0.5744199366017851,0.8613501530396702,0.36781105955564103,0.06916908316554256,LOW,0.7,8116.303960042811,15064.0
5271,57541,2024-08-20,34,M,29486.0,unemployed,0.0,SPb,partner,education,80000,36,16.5,2832.0,599.0,0,41.5,13,0,2024Q3,26-35,0,0,-0.417436225345861,-1.041482568948362,-1.6103183778568209,-1.2880600860616191,-0.5656720809595964,-0.2062782486675673,0.1354539932868139,MEDIUM,0.7,10513.896766874645,21952.0
5272,69226,2024-12-21,38,M,115375.0,self_employed,14.3,Moscow,online,consumer,320000,24,18.3,16022.0,699.0,1,46.6,0,0,2024Q4,36-45,0,0,0.9131546588751257,-0.6856679549769402,1.1466063345706647,-0.33653988678184055,0.26292147426578416,0.12177278460283747,0.031183980770449298,LOW,0.7,9989.297181591151,64528.0
5273,4255,2024-12-27,48,M,52849.0,freelance,26.7,South,online,consumer,330000,36,20.1,12281.0,540.0,2,63.6,112,1,2024Q4,46-55,0,1,-1.2024848470362433,0.5003807582611322,-0.8603965944335263,-0.2968932118118498,1.0915150294911649,0.9419003677788493,0.4047038662150445,HIGH,0.7,120698.31223628692,0.0
5274,58433,2024-09-03,22,F,69201.0,freelance,0.0,Moscow,branch,consumer,290000,48,21.0,8980.0,500.0,0,64.2,28,0,2024Q3,18-25,0,1,-1.7347212007246378,0.5422413010812995,-0.3355187532942157,-0.45547991169181284,1.5058118071038542,-1.1904313484787816,0.5491828769332151,HIGH,0.7,106068.21378340365,141040.0
5275,6213,2024-07-14,40,M,119191.0,employed,21.9,Moscow,branch,car,900000,48,13.2,24234.0,735.0,2,62.2,38,0,2024Q3,36-45,0,0,1.392167377194681,0.40270615834740864,1.2690949501398678,1.9629672614776241,-2.084760265539461,0.28579830123803984,0.03882626361356282,LOW,0.45,18061.006064930432,263232.0
5276,20404,2023-07-20,53,F,94408.0,employed,27.0,Ural,online,education,300000,60,15.9,7279.0,693.0,0,48.3,4,0,2023Q3,46-55,0,0,0.8333192058218666,-0.5670630836531333,0.47359302151000404,-0.4158332367218221,-0.8418699327013898,1.3519641593668552,0.038873894732607134,LOW,0.7,9364.966107741706,136740.0
5277,26380,2023-09-15,35,M,51749.0,employed,16.5,Ural,branch,consumer,170000,12,17.9,15578.0,746.0,3,40.5,21,0,2023Q3,26-35,0,0,1.5385323744589896,-1.1112501403153074,-0.8957051576217138,-0.9312400113317021,0.07878957310458755,-0.1242654903499661,0.011032475187024052,LOW,0.7,5306.814127720299,16936.0
5278,92056,2024-04-24,56,M,74991.0,freelance,37.3,Ural,partner,renovation,440000,48,19.7,13319.0,516.0,2,61.3,0,0,2024Q2,56+,0,1,-1.52182665924928,0.33991534411715735,-0.14966731614911982,0.13922021285804867,0.9073831283299681,1.5980024343196588,0.449628774127301,HIGH,0.7,160931.08298171588,199312.0
5279,20173,2023-06-27,35,M,42242.0,freelance,11.9,South,online,car,430000,60,15.8,10411.0,597.0,0,51.0,48,0,2023Q2,26-35,0,0,-0.4440480430302807,-0.3786906409623804,-1.200867439649076,0.09957353788805791,-0.8879029079916885,-0.1242654903499661,0.11714415163583869,MEDIUM,0.45,36329.26829268293,194660.0
5280,54027,2023-05-03,25,M,66403.0,employed,5.5,SPb,branch,car,530000,48,15.0,14750.0,630.0,1,57.6,26,0,2023Q2,18-25,0,0,-0.004953051237355101,0.08177533005945956,-0.4253308985674417,0.4960402875879656,-1.2561667103140801,-0.944393073525978,0.10343699119736988,MEDIUM,0.45,44777.93533749291,178000.0
5281,24989,2023-12-08,45,M,116629.0,employed,25.3,SPb,branch,consumer,280000,48,17.8,8196.0,732.0,1,34.1,0,0,2023Q4,36-45,0,0,1.3522496506680515,-1.5577625970637583,1.1868580966051985,-0.49512658666180365,0.03275659781428963,0.6958620928260458,0.009040465218679326,LOW,0.7,8740.635033892258,113408.0
5282,25519,2023-06-20,35,F,76096.0,employed,16.1,SPb,branch,consumer,300000,48,18.7,8923.0,693.0,2,44.8,0,0,2023Q2,26-35,0,0,0.8333192058218666,-0.8112495834374424,-0.11419825949189513,-0.4158332367218221,0.4470533754269791,-0.1242654903499661,0.028296977843276783,LOW,0.7,9364.966107741706,128304.0
5283,23439,2024-10-09,26,F,89330.0,freelance,7.2,Ural,branch,consumer,290000,6,19.5,51119.0,631.0,2,68.6,14,0,2024Q4,26-35,1,0,0.008352857604854767,0.8492186150958588,0.31059585435580767,-0.45547991169181284,0.8153171777493707,-0.8623803152083768,0.2381824404051621,MEDIUM,0.7,38112.875779920585,16714.0
5284,77949,2023-02-28,44,M,28324.0,unemployed,0.4,Ural,branch,consumer,120000,36,21.5,4552.0,486.0,3,59.9,194,1,2023Q1,36-45,0,1,-1.9210039245155761,0.24224074420343386,-1.6476170600610698,-1.129473386181656,1.7359766835553487,0.6138493345084446,0.6608489148721565,HIGH,0.7,43890.29535864979,0.0
5285,15995,2024-12-05,31,M,53636.0,employed,12.3,Ural,online,consumer,160000,12,19.3,14768.0,530.0,1,38.2,10,0,2024Q4,26-35,0,1,-1.3355439354583418,-1.2717155544592817,-0.8351349224070685,-0.9708866863016928,0.7232512271687732,-0.4523165236203709,0.11796764295979102,MEDIUM,0.7,21027.79353374929,17216.0
5286,24559,2024-04-09,20,M,69569.0,employed,0.0,SPb,partner,education,200000,48,15.8,5648.0,554.0,0,54.2,2,0,2024Q2,18-25,0,1,-1.0162021232453051,-0.15543441258815482,-0.32370643397307663,-0.8122999864217298,-0.8879029079916885,-1.3544568651139839,0.22292499208709607,MEDIUM,0.7,26284.74191718661,71104.0
5287,90049,2023-09-17,31,F,56459.0,employed,9.3,SPb,branch,consumer,190000,60,19.5,4981.0,612.0,1,49.9,40,0,2023Q3,26-35,0,0,-0.2444594103971327,-0.4554349694660205,-0.7445203097886565,-0.8519466613917206,0.8153171777493707,-0.4523165236203709,0.0973050214580344,LOW,0.7,5931.145201569746,108860.0
5288,6021,2024-01-08,28,F,65764.0,employed,6.0,Siberia,partner,car,630000,48,13.3,16995.0,686.0,0,48.4,202,1,2024Q1,26-35,0,0,0.7401778439263975,-0.5600863265164386,-0.4458419639103979,0.8925070372878733,-2.038727290249161,-0.6983547985731744,0.028940485250006732,LOW,0.45,12642.704245451303,0.0
5289,99000,2023-04-05,52,M,55787.0,freelance,32.6,Ural,online,car,450000,36,16.0,15821.0,595.0,3,70.7,6,0,2023Q2,46-55,1,0,-0.47065986071470045,0.9957305149664448,-0.7660906320272582,0.17886688782803944,-0.795836957411091,1.269951401049254,0.3190357391104428,HIGH,0.45,105806.96202531646,119556.0
5290,22119,2023-05-05,48,M,81114.0,employed,22.3,Siberia,partner,consumer,250000,24,18.7,12566.0,720.0,0,56.0,12,0,2023Q2,46-55,0,0,1.192578744561533,-0.029852784127653242,0.04687298603385466,-0.614066611571776,0.4470533754269791,0.9419003677788493,0.040811002064024784,LOW,0.7,7804.138423118087,51584.0
5291,52539,2023-02-10,26,F,75071.0,self_employed,6.8,Moscow,online,car,920000,60,17.2,22963.0,566.0,1,84.2,122,1,2023Q1,26-35,1,1,-0.8565312171387867,1.9375927284202084,-0.14709942064452436,2.0422606114176056,-0.24344125392750446,-0.8623803152083768,0.6156911083757399,HIGH,0.45,216316.45569620252,0.0
5292,95835,2023-09-11,39,M,141356.0,employed,20.6,South,branch,consumer,450000,12,19.6,41599.0,715.0,0,52.1,30,0,2023Q3,36-45,0,0,1.1260492003504836,-0.3019463124587403,1.9805624983818455,0.17886688782803944,0.8613501530396702,0.20378554292043866,0.03795223646313764,LOW,0.7,14047.449161612558,49188.0
5293,40350,2023-01-07,26,M,72754.0,employed,0.0,Moscow,partner,education,170000,48,16.9,4897.0,585.0,1,68.0,180,1,2023Q1,26-35,1,0,-0.6037189491367991,0.807358072275692,-0.22147209419637018,-0.9312400113317021,-0.3815401797984015,-0.8623803152083768,0.3384781171625855,HIGH,0.7,62177.918424753865,0.0
5294,47223,2024-04-15,39,M,78980.0,employed,18.7,Ural,branch,car,630000,60,14.5,14823.0,641.0,0,60.1,0,0,2024Q2,36-45,0,0,0.14141194602695345,0.25619425847682314,-0.021625626551229047,0.8925070372878733,-1.4863315867655746,0.20378554292043866,0.10288709439102774,MEDIUM,0.45,53226.602382302895,259380.0
5295,26517,2024-12-28,31,F,51920.0,freelance,2.3,Siberia,branch,consumer,170000,24,19.6,8619.0,587.0,2,59.8,212,1,2024Q4,26-35,0,0,-0.5771071314523794,0.2352639870667392,-0.890216280980641,-0.9312400113317021,0.8613501530396702,-0.4523165236203709,0.23018849976715822,MEDIUM,0.7,22342.03062960862,0.0
5296,79653,2024-05-25,56,F,99305.0,self_employed,36.5,South,partner,car,830000,36,16.0,29180.0,620.0,1,76.2,97,1,2024Q2,56+,1,0,-0.13801213965945378,1.3794521574846448,0.6307803250850532,1.6854405366876888,-0.795836957411091,1.5980024343196588,0.3250142002643886,HIGH,0.45,195155.06329113926,0.0
5297,23250,2024-08-03,47,F,83796.0,employed,24.8,SPb,branch,consumer,290000,12,17.9,26573.0,724.0,1,57.8,33,0,2024Q3,46-55,0,0,1.2458023799303724,0.09572884433284834,0.13296168282541723,-0.45547991169181284,0.07878957310458755,0.8598876094612482,0.04092294830142081,LOW,0.7,9052.800570816982,28876.0
5298,85486,2023-03-10,24,F,85404.0,employed,5.7,SPb,online,renovation,530000,24,18.6,26614.0,568.0,4,77.9,167,1,2023Q1,18-25,1,1,-0.8299193994543669,1.4980570288084523,0.18457638246778582,0.4960402875879656,0.4010204001366812,-1.0264058318435791,0.5053775767985025,HIGH,0.7,193848.8045007032,0.0
5299,83895,2023-03-22,23,M,57072.0,employed,0.0,Moscow,partner,education,140000,24,17.1,6929.0,603.0,1,63.1,0,0,2023Q1,18-25,0,0,-0.3642125899770215,0.46549697257765943,-0.7248438104846938,-1.0501800362416744,-0.28947422921780236,-1.1084185901611805,0.23592327797610385,MEDIUM,0.7,18399.319342030627,26296.0
5300,90132,2024-06-25,32,M,102798.0,employed,13.4,Siberia,online,education,330000,24,15.3,16048.0,639.0,1,51.5,0,0,2024Q2,26-35,0,0,0.11480012834253371,-0.3438068552789077,0.7429010625544522,-0.2968932118118498,-1.118067784443183,-0.3703037653027697,0.08133424942470964,LOW,0.7,10301.462718515875,55152.0
5301,92066,2024-08-07,50,M,140409.0,self_employed,31.8,Moscow,online,consumer,440000,48,19.1,13179.0,635.0,2,59.3,0,0,2024Q3,46-55,0,0,0.06157649297369423,0.2003802013832665,1.950165035346197,0.13922021285804867,0.6311852765881757,1.1059258844140518,0.13819609849801057,MEDIUM,0.7,57826.43221781055,192592.0
5302,67798,2023-09-19,30,F,68551.0,employed,11.7,SPb,online,renovation,380000,24,19.4,19229.0,513.0,1,58.1,183,1,2023Q3,26-35,0,1,-1.5617443857759097,0.11665911574293228,-0.3563829042690538,-0.09865983696189594,0.7692842024590711,-0.534329281937972,0.3761854839513128,HIGH,0.7,138985.935302391,0.0
5303,55199,2023-03-30,24,F,50354.0,employed,3.6,South,online,consumer,140000,24,19.0,7057.0,635.0,3,42.4,40,0,2023Q1,18-25,0,0,0.06157649297369423,-0.9786917547181113,-0.940482835483097,-1.0501800362416744,0.5851523012978762,-1.0264058318435791,0.04739501025744682,LOW,0.7,4370.317516946129,29368.0
5304,60546,2023-07-27,36,M,41516.0,freelance,17.0,South,partner,consumer,120000,36,20.4,4484.0,594.0,1,57.2,6,0,2023Q3,36-45,0,0,-0.48396576955691034,0.05386830151268148,-1.2241710913532797,-1.129473386181656,1.2296139553620602,-0.04225273203236492,0.1990849915553716,MEDIUM,0.7,15770.845150311967,41424.0
5305,89151,2023-08-01,40,M,121029.0,employed,12.3,SPb,online,renovation,670000,24,17.7,33352.0,638.0,0,62.5,0,0,2023Q3,36-45,0,0,0.10149421950032383,0.4236364297574921,1.3280923493579484,1.0510937371678364,-0.013276377476009934,0.28579830123803984,0.14274950516167625,MEDIUM,0.7,88053.88542257514,130448.0
5306,4327,2023-09-23,41,M,113768.0,employed,17.3,Moscow,online,car,880000,48,14.8,24402.0,660.0,1,69.7,19,0,2023Q3,36-45,1,0,0.3942242140289409,0.9259629435994994,1.0950237336221036,1.8836739115376426,-1.3482326608946775,0.36781105955564103,0.14796643930413408,MEDIUM,0.45,74348.26999432786,291296.0
5307,30768,2023-10-20,53,F,97476.0,employed,30.1,Moscow,online,education,200000,24,15.6,9754.0,649.0,1,46.4,17,0,2023Q4,46-55,0,0,0.24785921676463238,-0.6996214692503295,0.5720718141112396,-0.8122999864217298,-0.9799688585722868,1.3519641593668552,0.055481272173171926,LOW,0.7,6243.31073849447,34096.0
5308,65418,2023-07-26,64,M,122519.0,freelance,41.0,Ural,online,education,360000,48,16.6,10313.0,689.0,2,50.4,0,0,2023Q3,56+,0,0,0.780095570453027,-0.4205511837825478,1.3759194031310387,-0.17795318690187747,-0.5196391056692969,2.2541045008604685,0.05488109118641126,LOW,0.7,11237.959329290046,135024.0
5309,95386,2023-11-29,40,M,86114.0,self_employed,15.4,Siberia,partner,consumer,250000,36,20.7,9380.0,575.0,2,71.3,204,1,2023Q4,36-45,1,1,-0.7367780375588978,1.0375910577866116,0.20736645507107046,-0.614066611571776,1.3677128812329573,0.28579830123803984,0.4260475441838621,HIGH,0.7,91438.11533052039,0.0
5310,43788,2023-03-18,40,M,105243.0,employed,16.0,Moscow,branch,consumer,370000,48,19.9,11240.0,640.0,2,79.9,134,1,2023Q1,36-45,1,0,0.12810603718474356,1.6375921715423432,0.8213823689136507,-0.1383065119318867,0.9994490789105657,0.28579830123803984,0.34443686322956424,HIGH,0.7,135328.41068917018,0.0
5311,83384,2023-10-15,56,M,125987.0,self_employed,30.1,Moscow,online,consumer,390000,36,17.3,13963.0,776.0,3,38.5,26,0,2023Q4,56+,0,0,1.9377096397252855,-1.2507852830491983,1.4872376732552517,-0.05901316199190517,-0.1974082786372049,1.5980024343196588,0.007359060076001963,LOW,0.7,12174.455940064216,112668.0
5312,47830,2023-02-16,40,F,155664.0,employed,13.8,SPb,online,car,1130000,60,14.0,26293.0,735.0,0,81.5,29,0,2023Q1,36-45,1,0,1.392167377194681,1.7492202857294554,2.4398306093787423,2.8748407857874114,-1.7164964632170692,0.28579830123803984,0.12624850816828742,MEDIUM,0.45,95469.9376063528,447580.0
5313,53446,2024-09-13,59,F,74617.0,freelance,39.9,SPb,branch,consumer,250000,36,18.8,9139.0,691.0,1,75.7,145,1,2024Q3,56+,1,0,0.8067073881374468,1.344568371801172,-0.16167222763310357,-0.614066611571776,0.4930863507172787,1.8440407092724624,0.18432890842881394,MEDIUM,0.7,32855.92739648326,0.0
5314,16160,2023-07-19,27,F,18000.0,unemployed,0.2,South,partner,car,350000,60,17.9,8869.0,575.0,1,71.5,0,0,2023Q3,26-35,1,1,-0.7367780375588978,1.051544572060001,-1.979003974929113,-0.21759986187186825,0.07878957310458755,-0.7803675568907756,0.5518301052760796,HIGH,0.45,82294.30379746835,182140.0
5315,57583,2024-03-02,21,F,89736.0,self_employed,0.0,Moscow,partner,consumer,360000,24,20.3,18375.0,638.0,5,69.4,106,1,2024Q1,18-25,1,0,0.10149421950032383,0.905032672189416,0.3236279240416296,-0.17795318690187747,1.1835809800717623,-1.2724441067963828,0.2354370393643709,MEDIUM,0.7,47312.5354509359,0.0
5316,34998,2023-07-29,24,F,70234.0,self_employed,5.6,Ural,branch,car,570000,36,16.4,20152.0,552.0,5,81.4,38,0,2023Q3,18-25,1,1,-1.0428139409297248,1.7422435285927613,-0.30236080259112696,0.6546269874679287,-0.611705056249896,-1.0264058318435791,0.5976401978137931,HIGH,0.45,134022.15189873418,155472.0
5317,28230,2024-02-24,27,F,57828.0,employed,8.3,South,branch,consumer,220000,24,19.1,11101.0,616.0,1,35.9,26,0,2024Q1,26-35,0,0,-0.19123577502829325,-1.4321809686032565,-0.7005771979662668,-0.7330066364817482,0.6311852765881757,-0.7803675568907756,0.040390337811851036,LOW,0.7,6867.641812343917,46424.0
5318,10076,2023-06-03,41,M,76837.0,self_employed,18.6,Siberia,online,car,740000,36,14.5,25472.0,711.0,0,60.4,21,0,2023Q2,36-45,0,0,1.072825564981644,0.27712452988690656,-0.09041312738057974,1.3286204619577717,-1.4863315867655746,0.36781105955564103,0.052363931533694945,LOW,0.45,14850.160542276133,176992.0
5319,70341,2024-06-05,50,F,68121.0,freelance,28.9,Moscow,branch,consumer,230000,24,17.8,11460.0,729.0,3,34.5,0,0,2024Q2,46-55,0,0,1.3123319241414217,-1.5298555685169801,-0.37018534260625435,-0.6933599615117575,0.03275659781428963,1.1059258844140518,0.010433023141037652,LOW,0.7,7179.807349268641,45040.0
5320,32085,2024-02-19,25,M,59937.0,employed,3.8,SPb,partner,car,460000,36,14.8,15901.0,642.0,0,59.0,90,1,2024Q1,18-25,0,0,0.1547178548691633,0.17944992997318307,-0.6328810527263692,0.21851356279803022,-1.3482326608946775,-0.944393073525978,0.09686267289226368,LOW,0.45,9231.18087763111,0.0
5321,56571,2023-12-19,35,F,102237.0,self_employed,8.0,South,branch,education,280000,60,14.4,6573.0,751.0,1,35.8,0,0,2023Q4,26-35,0,0,1.6050619186700388,-1.4391577257399513,0.7248936953284766,-0.49512658666180365,-1.5323645620558732,-0.1242654903499661,0.009014162069888337,LOW,0.7,8740.635033892258,114380.0
5322,15715,2023-06-06,37,M,92295.0,freelance,15.7,Moscow,partner,consumer,220000,36,20.2,8198.0,660.0,1,64.5,4,0,2023Q2,36-45,0,0,0.3942242140289409,0.5631715724913829,0.40576848149487665,-0.7330066364817482,1.1375480047814628,0.03976002628523627,0.15499037287557252,MEDIUM,0.7,28913.216108905275,75128.0
5323,6750,2023-09-18,50,M,83542.0,employed,30.3,South,online,renovation,520000,36,17.1,18565.0,662.0,0,46.4,0,0,2023Q3,46-55,0,0,0.42083603171336065,-0.6996214692503295,0.12480861459832665,0.45639361261797484,-0.28947422921780236,1.1059258844140518,0.04172453534388234,LOW,0.7,16232.607920085622,148340.0
5324,79768,2023-03-18,24,F,82791.0,employed,5.0,Moscow,online,car,920000,60,15.0,21887.0,647.0,1,81.2,11,0,2023Q1,18-25,1,0,0.22124739908021265,1.728290014319372,0.10070249554893684,2.0422606114176056,-1.2561667103140801,-1.0264058318435791,0.2905147899532205,MEDIUM,0.45,77727.73681225184,393220.0
5325,36903,2024-05-02,32,F,68033.0,self_employed,12.8,Moscow,branch,renovation,340000,48,17.6,9917.0,644.0,2,56.9,106,1,2024Q2,26-35,0,0,0.18132967255358304,0.03293803010259755,-0.37301002766130936,-0.257246536841859,-0.05930935276630786,-0.3703037653027697,0.10160004274189795,MEDIUM,0.7,44684.06125921724,0.0
5326,73489,2023-05-11,56,M,87044.0,freelance,37.0,Siberia,partner,consumer,230000,36,20.1,8559.0,664.0,2,43.3,21,0,2023Q2,56+,0,0,0.4474478493977804,-0.9159009404878605,0.23721824031199262,-0.6933599615117575,1.0915150294911649,1.5980024343196588,0.04476658123648877,LOW,0.7,7179.807349268641,78124.0
5327,33093,2024-08-01,57,M,68347.0,freelance,38.9,Siberia,branch,consumer,320000,36,20.1,11909.0,618.0,2,57.9,9,0,2024Q3,56+,0,0,-0.1646239573438735,0.10270560146954298,-0.3629310378057722,-0.33653988678184055,1.0915150294911649,1.6800151926372602,0.16300424511930311,MEDIUM,0.7,42055.58706749858,108724.0
5328,92036,2024-03-30,34,F,71678.0,self_employed,15.1,Moscow,branch,education,180000,36,15.8,6311.0,679.0,2,47.7,0,0,2024Q1,26-35,0,0,0.6470364820309285,-0.6089236264733001,-0.256010288733179,-0.8915933363617113,-0.8879029079916885,-0.2062782486675673,0.04583495787860858,LOW,0.7,5618.979664645023,47196.0
5329,88954,2023-06-12,39,F,61690.0,freelance,15.6,Moscow,branch,consumer,150000,24,19.5,7598.0,611.0,1,34.7,0,0,2023Q2,36-45,0,0,-0.2577653192393426,-1.5159020542435908,-0.5766120424819213,-1.0105333612716836,0.8153171777493707,0.20378554292043866,0.045821209813082214,LOW,0.7,4682.483053870853,32352.0
5330,35314,2023-01-15,35,M,73355.0,self_employed,13.1,South,online,consumer,230000,48,19.1,6889.0,666.0,0,57.9,15,0,2023Q1,26-35,0,0,0.4740596670822001,0.10270560146954298,-0.20218077921809682,-0.6933599615117575,0.6311852765881757,-0.1242654903499661,0.089714768023333,LOW,0.7,7179.807349268641,100672.0
5331,49225,2023-08-20,23,F,69307.0,employed,2.1,Moscow,branch,education,180000,48,16.0,5101.0,625.0,2,32.3,0,0,2023Q3,18-25,0,0,-0.07148259544840443,-1.6833442255242603,-0.33211629175062674,-0.8915933363617113,-0.795836957411091,-1.1084185901611805,0.031996706513855826,LOW,0.7,5618.979664645023,64848.0
5332,88985,2023-07-14,23,M,40509.0,freelance,0.0,Moscow,online,consumer,150000,48,20.2,4581.0,641.0,2,43.8,0,0,2023Q3,18-25,0,0,0.14141194602695345,-0.8810171548043878,-1.2564944760173749,-1.0105333612716836,1.1375480047814628,-1.1084185901611805,0.05832856167372826,LOW,0.7,4682.483053870853,69888.0
5333,84014,2024-06-25,22,M,66353.0,employed,3.1,Moscow,partner,car,520000,36,14.1,17798.0,657.0,2,62.2,8,0,2024Q2,18-25,0,0,0.3543064875023113,0.40270615834740864,-0.42693583325781387,0.45639361261797484,-1.6704634879267704,-1.1904313484787816,0.09437455233377944,LOW,0.45,10435.247948626473,120728.0
5334,36179,2023-12-25,49,F,134636.0,employed,28.4,Siberia,online,renovation,950000,36,18.3,34488.0,582.0,4,83.9,10,0,2023Q4,46-55,1,0,-0.6436366756634287,1.9166624570101247,1.7648592759958275,2.1612006363275778,0.26292147426578416,1.0239131260964505,0.5582015078832246,HIGH,0.7,347464.8382559775,291568.0
